"Caller","Callee"
"android.app.ActivityManagerNative.setServiceForeground(ComponentName, IBinder, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setDebugApp(String, boolean, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getRunningAppProcesses()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getRunningAppProcesses()","android.app.ActivityManagerNative.RunningAppProcessInfo"
"android.app.ActivityManagerNative.getRunningAppProcesses()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.publishService(IBinder, Intent, IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.handleApplicationError(IBinder, int, String, String, String, byte[])","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveTaskToFront(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.bindService(IApplicationThread, IBinder, Intent, String, IServiceConnection, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unregisterActivityWatcher(IActivityWatcher)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.publishContentProviders(IApplicationThread, List)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.signalPersistentProcesses(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.CHAR_SEQUENCE_CREATOR"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.onTransact(int, Parcel, Parcel, int)","android.app.ActivityManagerNative.PARCELABLE_WRITE_RETURN_VALUE"
"android.app.ActivityManagerNative.getCallingPackage(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.killPidsForMemory(int[])","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setProcessLimit(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.grantUriPermission(IApplicationThread, String, Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.killApplicationWithUid(String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setRequestedOrientation(IBinder, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.openContentUri(Uri)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.openContentUri(Uri)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getTaskForActivity(IBinder, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.serviceDoneExecuting(IBinder)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.serviceDoneExecuting(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setActivityController(IActivityController)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startRunning(String, String, String, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveTaskBackwards(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.peekService(Intent, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getMemoryInfo(ActivityManager.MemoryInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activityStopped(IBinder, Bitmap, CharSequence)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.activityStopped(IBinder, Bitmap, CharSequence)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getActivityClassForToken(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.stopService(IApplicationThread, Intent, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getDeviceConfigurationInfo()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getDeviceConfigurationInfo()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.updateConfiguration(Configuration)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.stopAppSwitches()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startService(IApplicationThread, Intent, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getCallingActivity(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startNextMatchingActivity(IBinder, Intent)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishReceiver(IBinder, int, String, Bundle, boolean)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.finishReceiver(IBinder, int, String, Bundle, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.reportPss(IApplicationThread, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.profileControl(String, boolean, String, ParcelFileDescriptor)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.profileControl(String, boolean, String, ParcelFileDescriptor)","android.app.ActivityManagerNative.PARCELABLE_WRITE_RETURN_VALUE"
"android.app.ActivityManagerNative.getPackageForIntentSender(IIntentSender)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getContentProvider(IApplicationThread, String)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getContentProvider(IApplicationThread, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.stopServiceToken(ComponentName, IBinder, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unregisterReceiver(IIntentReceiver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activityIdle(IBinder)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.activityIdle(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.startInstrumentation(ComponentName, String, int, Bundle, IInstrumentationWatcher)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.wakingUp()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishInstrumentation(IApplicationThread, int, Bundle)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setAlwaysFinish(boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getProcessesInErrorState()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getProcessesInErrorState()","android.app.ActivityManagerNative.ProcessErrorStateInfo"
"android.app.ActivityManagerNative.getProcessesInErrorState()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.backupAgentCreated(String, IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.setProcessForeground(IBinder, int, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.revokeUriPermission(IApplicationThread, Uri, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveTaskToBack(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.systemReady()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.closeSystemDialogs(String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.checkPermission(String, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getProcessLimit()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.moveActivityTaskToBack(IBinder, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.attachApplication(IApplicationThread)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.shutdown(int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.bindBackupAgent(ApplicationInfo, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.showWaitingForDebugger(IApplicationThread, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.cancelIntentSender(IIntentSender)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.registerActivityWatcher(IActivityWatcher)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.clearApplicationUserData(String, IPackageDataObserver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.registerReceiver(IApplicationThread, IIntentReceiver, IntentFilter, String)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.registerReceiver(IApplicationThread, IIntentReceiver, IntentFilter, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unbroadcastIntent(IApplicationThread, Intent)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.reportThumbnail(IBinder, Bitmap, CharSequence)","android.app.ActivityManagerNative.FLAG_ONEWAY"
"android.app.ActivityManagerNative.reportThumbnail(IBinder, Bitmap, CharSequence)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getPackageForToken(IBinder)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.broadcastIntent(IApplicationThread, Intent, String, IIntentReceiver, int, String, Bundle, String, boolean, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getRecentTasks(int, int)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getRecentTasks(int, int)","android.app.ActivityManagerNative.RecentTaskInfo"
"android.app.ActivityManagerNative.getRecentTasks(int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getIntentSender(int, String, IBinder, String, int, Intent, String, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.resumeAppSwitches()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unbindBackupAgent(ApplicationInfo)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.restartPackage(String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.checkUriPermission(Uri, int, int, int)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.finishOtherInstances(IBinder, ComponentName)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.goingToSleep()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getConfiguration()","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getConfiguration()","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.removeContentProvider(IApplicationThread, String)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getTasks(int, int, IThumbnailReceiver)","android.app.ActivityManagerNative.CREATOR"
"android.app.ActivityManagerNative.getTasks(int, int, IThumbnailReceiver)","android.app.ActivityManagerNative.RunningTaskInfo"
"android.app.ActivityManagerNative.getTasks(int, int, IThumbnailReceiver)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.activityPaused(IBinder, Bundle)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.getDefault()","android.app.ActivityManagerNative.LOGV"
"android.app.ActivityManagerNative.startActivity(IApplicationThread, Intent, String, Uri[], int, IBinder, String, int, boolean, boolean)","android.app.ActivityManagerNative.descriptor"
"android.app.ActivityManagerNative.unbindService(IServiceConnection)","android.app.ActivityManagerNative.descriptor"
"com.android.internal.view.menu.MenuItemImpl.setIconOnViews(Drawable)","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"com.android.internal.view.menu.MenuItemImpl.clearItemViews()","com.android.internal.view.menu.MenuItemImpl.length"
"com.android.internal.view.menu.MenuItemImpl.refreshShortcutOnItemViews(boolean, boolean)","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"com.android.internal.view.menu.MenuItemImpl.setCheckable(boolean)","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"com.android.internal.view.menu.MenuItemImpl.shouldShowIcon(int)","com.android.internal.view.menu.MenuItemImpl.TYPE_ICON"
"com.android.internal.view.menu.MenuItemImpl.setTitle(CharSequence)","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"com.android.internal.view.menu.MenuItemImpl.haveAnyOpenedIconCapableItemViews()","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"com.android.internal.view.menu.MenuItemImpl.setTitleCondensed(CharSequence)","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"com.android.internal.view.menu.MenuItemImpl.setEnabled(boolean)","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"com.android.internal.view.menu.MenuItemImpl.setCheckedInt(boolean)","com.android.internal.view.menu.MenuItemImpl.NUM_TYPES"
"android.widget.CompoundButton.dispatchPopulateAccessibilityEvent(AccessibilityEvent)","android.widget.CompoundButton.string"
"android.widget.CompoundButton.dispatchPopulateAccessibilityEvent(AccessibilityEvent)","android.widget.CompoundButton.accessibility_compound_button_selected"
"android.widget.CompoundButton.dispatchPopulateAccessibilityEvent(AccessibilityEvent)","android.widget.CompoundButton.accessibility_compound_button_unselected"
"android.widget.CompoundButton.onSaveInstanceState()","android.widget.CompoundButton.checked"
"android.widget.CompoundButton.onDraw(Canvas)","android.widget.CompoundButton.BOTTOM"
"android.widget.CompoundButton.onDraw(Canvas)","android.widget.CompoundButton.CENTER_VERTICAL"
"android.widget.CompoundButton.onDraw(Canvas)","android.widget.CompoundButton.VERTICAL_GRAVITY_MASK"
"android.widget.FrameLayout.setForeground(Drawable)","android.widget.FrameLayout.left"
"android.widget.FrameLayout.setForeground(Drawable)","android.widget.FrameLayout.FILL"
"android.widget.FrameLayout.setForeground(Drawable)","android.widget.FrameLayout.right"
"android.widget.FrameLayout.setForeground(Drawable)","android.widget.FrameLayout.bottom"
"android.widget.FrameLayout.setForeground(Drawable)","android.widget.FrameLayout.top"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.LEFT"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.HORIZONTAL_GRAVITY_MASK"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.left"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.FILL"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.right"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.VERTICAL_GRAVITY_MASK"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.bottom"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.TOP"
"android.widget.FrameLayout.setForegroundGravity(int)","android.widget.FrameLayout.top"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.LEFT"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.RIGHT"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.CENTER_HORIZONTAL"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.rightMargin"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.CENTER_VERTICAL"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.TOP"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.BOTTOM"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.HORIZONTAL_GRAVITY_MASK"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.bottomMargin"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.gravity"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.VERTICAL_GRAVITY_MASK"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.leftMargin"
"android.widget.FrameLayout.onLayout(boolean, int, int, int, int)","android.widget.FrameLayout.topMargin"
"android.widget.FrameLayout.generateDefaultLayoutParams()","android.widget.FrameLayout.FILL_PARENT"
"android.webkit.gears.NativeDialog.createIntent(String, String)","android.webkit.gears.NativeDialog.FLAG_ACTIVITY_NEW_TASK"
"android.webkit.StreamLoader.sendData()","android.webkit.StreamLoader.FILE_ERROR"
"android.webkit.StreamLoader.handleMessage(Message)","android.webkit.StreamLoader.DEBUG"
"android.webkit.StreamLoader.handleMessage(Message)","android.webkit.StreamLoader.what"
"android.widget.ZoomButtonsController.refreshPositioningVariables()","android.widget.ZoomButtonsController.width"
"android.widget.ZoomButtonsController.refreshPositioningVariables()","android.widget.ZoomButtonsController.y"
"android.widget.ZoomButtonsController.refreshPositioningVariables()","android.widget.ZoomButtonsController.x"
"android.widget.ZoomButtonsController.handleMessage(Message)","android.widget.ZoomButtonsController.what"
"android.widget.ZoomButtonsController.onContainerKey(KeyEvent)","android.widget.ZoomButtonsController.KEYCODE_BACK"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.R"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.FLAG_ALT_FOCUSABLE_IM"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.TRANSPARENT"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.width"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.FLAG_NOT_FOCUSABLE"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.FLAG_LAYOUT_NO_LIMITS"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.WRAP_CONTENT"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.FLAG_NOT_TOUCHABLE"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.format"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.android"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.Animation_ZoomButtons"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.TYPE_APPLICATION_PANEL"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.LAYOUT_INFLATER_SERVICE"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.FILL_PARENT"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.LEFT"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.height"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.TOP"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.windowAnimations"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.internal"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.flags"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.type"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.style"
"android.widget.ZoomButtonsController.createContainer()","android.widget.ZoomButtonsController.gravity"
"android.widget.ZoomButtonsController.onTouch(View, MotionEvent)","android.widget.ZoomButtonsController.ACTION_CANCEL"
"android.widget.ZoomButtonsController.onTouch(View, MotionEvent)","android.widget.ZoomButtonsController.ACTION_UP"
"android.widget.ZoomButtonsController.onTouch(View, MotionEvent)","android.widget.ZoomButtonsController.ACTION_DOWN"
"android.widget.ZoomButtonsController.isInterestingKey(int)","android.widget.ZoomButtonsController.KEYCODE_DPAD_CENTER"
"android.widget.ZoomButtonsController.isInterestingKey(int)","android.widget.ZoomButtonsController.KEYCODE_ENTER"
"android.widget.ZoomButtonsController.isInterestingKey(int)","android.widget.ZoomButtonsController.KEYCODE_BACK"
"android.widget.ZoomButtonsController.isInterestingKey(int)","android.widget.ZoomButtonsController.KEYCODE_DPAD_DOWN"
"android.widget.ZoomButtonsController.isInterestingKey(int)","android.widget.ZoomButtonsController.KEYCODE_DPAD_LEFT"
"android.widget.ZoomButtonsController.isInterestingKey(int)","android.widget.ZoomButtonsController.KEYCODE_DPAD_RIGHT"
"android.widget.ZoomButtonsController.isInterestingKey(int)","android.widget.ZoomButtonsController.KEYCODE_DPAD_UP"
"android.widget.ZoomButtonsController.findViewForTouch(int, int)","android.widget.ZoomButtonsController.right"
"android.widget.ZoomButtonsController.findViewForTouch(int, int)","android.widget.ZoomButtonsController.VISIBLE"
"android.widget.ZoomButtonsController.findViewForTouch(int, int)","android.widget.ZoomButtonsController.left"
"android.widget.ZoomButtonsController.findViewForTouch(int, int)","android.widget.ZoomButtonsController.MAX_VALUE"
"android.widget.ZoomButtonsController.findViewForTouch(int, int)","android.widget.ZoomButtonsController.top"
"android.widget.ZoomButtonsController.findViewForTouch(int, int)","android.widget.ZoomButtonsController.bottom"
"android.widget.ZoomButtonsController.setVisible(boolean)","android.widget.ZoomButtonsController.token"
"android.widget.ZoomButtonsController.setFocusable(boolean)","android.widget.ZoomButtonsController.FLAG_NOT_FOCUSABLE"
"android.widget.ZoomButtonsController.setFocusable(boolean)","android.widget.ZoomButtonsController.flags"
"android.provider.Contacts.getDisplayLabel(Context, int, CharSequence)","android.provider.Contacts.TYPE_WORK"
"android.provider.Contacts.queryGroups(ContentResolver, long)","android.provider.Contacts.CONTENT_URI"
"android.provider.Contacts.queryGroups(ContentResolver, long)","android.provider.Contacts.DEFAULT_SORT_ORDER"
"android.provider.Contacts.openContactPhotoInputStream(ContentResolver, Uri)","android.provider.Contacts.Photos"
"android.provider.Contacts.openContactPhotoInputStream(ContentResolver, Uri)","android.provider.Contacts.CONTENT_DIRECTORY"
"android.provider.Contacts.openContactPhotoInputStream(ContentResolver, Uri)","android.provider.Contacts.DATA"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.QQ"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.ProviderNames"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.YAHOO"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.JABBER"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.GTALK"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.MSN"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.ICQ"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.SKYPE"
"android.provider.Contacts.lookupProviderNameFromId(int)","android.provider.Contacts.AIM"
"android.provider.Contacts.setPhotoData(ContentResolver, Uri, byte[])","android.provider.Contacts.Photos"
"android.provider.Contacts.setPhotoData(ContentResolver, Uri, byte[])","android.provider.Contacts.CONTENT_DIRECTORY"
"android.provider.Contacts.setPhotoData(ContentResolver, Uri, byte[])","android.provider.Contacts.DATA"
"android.provider.Contacts.tryGetMyContactsGroupId(ContentResolver)","android.provider.Contacts.CONTENT_URI"
"android.provider.Contacts.tryGetMyContactsGroupId(ContentResolver)","android.provider.Contacts.SYSTEM_ID"
"android.provider.Contacts.tryGetMyContactsGroupId(ContentResolver)","android.provider.Contacts.GROUP_MY_CONTACTS"
"android.provider.Contacts.addToGroup(ContentResolver, long, String)","android.provider.Contacts.CONTENT_URI"
"android.provider.Contacts.addToGroup(ContentResolver, long, String)","android.provider.Contacts.NAME"
"android.provider.Contacts.getDisplayLabel(Context, int, CharSequence, CharSequence[])","android.provider.Contacts.TYPE_HOME"
"android.provider.Contacts.getDisplayLabel(Context, int, CharSequence, CharSequence[])","android.provider.Contacts.Phones"
"android.provider.Contacts.getDisplayLabel(Context, int, CharSequence, CharSequence[])","android.provider.Contacts.TYPE_CUSTOM"
"android.provider.Contacts.getDisplayLabel(Context, int, int, CharSequence)","android.provider.Contacts.TYPE_HOME"
"android.provider.Contacts.getDisplayLabel(Context, int, int, CharSequence)","android.provider.Contacts.ContactMethods"
"android.provider.Contacts.getDisplayLabel(Context, int, int, CharSequence)","android.provider.Contacts.TYPE_CUSTOM"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.AWAY"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.drawable"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.presence_offline"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.presence_busy"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.People"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.AVAILABLE"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.INVISIBLE"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.android"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.presence_online"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.R"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.presence_away"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.DO_NOT_DISTURB"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.internal"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.IDLE"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.presence_invisible"
"android.provider.Contacts.getPresenceIconResourceId(int)","android.provider.Contacts.OFFLINE"
"android.provider.Contacts.getSetting(ContentResolver, String, String)","android.provider.Contacts.CONTENT_URI"
