"Caller","Callee"
"android.widget.TextView.shouldSpeakPasswordsForAccessibility()","android.content.Context.getContentResolver()"
"android.widget.TextView.deleteText_internal(int, int)","android.text.Editable.delete(int, int)"
"android.widget.TextView.getBaseline()","android.view.View.getBaseline()"
"android.widget.TextView.getBaseline()","android.text.Layout.getLineBaseline(int)"
"android.widget.TextView.setInputType(int)","android.text.method.PasswordTransformationMethod.getInstance()"
"android.widget.TextView.setInputType(int)","android.view.inputmethod.InputMethodManager.peekInstance()"
"android.widget.TextView.endBatchEdit()","android.widget.Editor.endBatchEdit()"
"android.widget.TextView.selectAllText()","android.text.Selection.setSelection(android.text.Spannable, int, int)"
"android.widget.TextView.selectAllText()","java.lang.CharSequence.length()"
"android.widget.TextView.makeSingleLayout(int, BoringLayout.Metrics, int, Layout.Alignment, boolean, TruncateAt, boolean)","android.text.BoringLayout.replaceOrMake(java.lang.CharSequence, android.text.TextPaint, int, android.text.Layout.Alignment, float, float, android.text.BoringLayout.Metrics, boolean, android.text.TextUtils.TruncateAt, int)"
"android.widget.TextView.makeSingleLayout(int, BoringLayout.Metrics, int, Layout.Alignment, boolean, TruncateAt, boolean)","android.text.BoringLayout.make(java.lang.CharSequence, android.text.TextPaint, int, android.text.Layout.Alignment, float, float, android.text.BoringLayout.Metrics, boolean, android.text.TextUtils.TruncateAt, int)"
"android.widget.TextView.makeSingleLayout(int, BoringLayout.Metrics, int, Layout.Alignment, boolean, TruncateAt, boolean)","android.text.BoringLayout.make(java.lang.CharSequence, android.text.TextPaint, int, android.text.Layout.Alignment, float, float, android.text.BoringLayout.Metrics, boolean)"
"android.widget.TextView.makeSingleLayout(int, BoringLayout.Metrics, int, Layout.Alignment, boolean, TruncateAt, boolean)","android.text.BoringLayout.isBoring(java.lang.CharSequence, android.text.TextPaint, android.text.TextDirectionHeuristic, android.text.BoringLayout.Metrics)"
"android.widget.TextView.makeSingleLayout(int, BoringLayout.Metrics, int, Layout.Alignment, boolean, TruncateAt, boolean)","java.lang.CharSequence.length()"
"android.widget.TextView.makeSingleLayout(int, BoringLayout.Metrics, int, Layout.Alignment, boolean, TruncateAt, boolean)","android.text.BoringLayout.replaceOrMake(java.lang.CharSequence, android.text.TextPaint, int, android.text.Layout.Alignment, float, float, android.text.BoringLayout.Metrics, boolean)"
"android.widget.TextView.setMovementMethod(MovementMethod)","android.widget.Editor.prepareCursorControllers()"
"android.widget.TextView.onTextContextMenuItem(int)","java.lang.Math.max(int, int)"
"android.widget.TextView.onTextContextMenuItem(int)","java.lang.CharSequence.length()"
"android.widget.TextView.onTextContextMenuItem(int)","java.lang.Math.min(int, int)"
"android.widget.TextView.getLineAtCoordinate(float)","java.lang.Math.max(float, float)"
"android.widget.TextView.setLinkTextColor(int)","android.content.res.ColorStateList.valueOf(int)"
"android.widget.TextView.setPrimaryClip(ClipData)","android.os.SystemClock.uptimeMillis()"
"android.widget.TextView.setPrimaryClip(ClipData)","android.content.ClipboardManager.setPrimaryClip(android.content.ClipData)"
"android.widget.TextView.writeToParcel(Parcel, int)","android.text.TextUtils.writeToParcel(java.lang.CharSequence, android.os.Parcel, int)"
"android.widget.TextView.writeToParcel(Parcel, int)","android.view.AbsSavedState.writeToParcel(android.os.Parcel, int)"
"android.widget.TextView.writeToParcel(Parcel, int)","android.os.Parcel.writeInt(int)"
"android.widget.TextView.onResolveDrawables(int)","android.widget.TextView.Drawables.resolveWithLayoutDirection(int)"
"android.widget.TextView.handleTextChanged(CharSequence, int, int, int)","java.lang.Math.max(int, int)"
"android.widget.TextView.handleTextChanged(CharSequence, int, int, int)","java.lang.Math.min(int, int)"
"android.widget.TextView.setTextAppearance(Context, int)","android.content.res.TypedArray.recycle()"
"android.widget.TextView.replaceText_internal(int, int, CharSequence)","android.text.Editable.replace(int, int, java.lang.CharSequence)"
"android.widget.TextView.startMarquee()","android.widget.TextView.Marquee.isStopped()"
"android.widget.TextView.startMarquee()","android.widget.TextView.Marquee.start(int)"
"android.widget.TextView.addTextChangedListener(TextWatcher)","java.util.ArrayList.add(android.text.TextWatcher)"
"android.widget.TextView.getTextColor(Context, TypedArray, int)","android.content.res.ColorStateList.getDefaultColor()"
"android.widget.TextView.setCursorVisible(boolean)","android.widget.Editor.prepareCursorControllers()"
"android.widget.TextView.setCursorVisible(boolean)","android.widget.Editor.makeBlink()"
"android.widget.TextView.onScrollChanged(int, int, int, int)","android.view.View.onScrollChanged(int, int, int, int)"
"android.widget.TextView.onScrollChanged(int, int, int, int)","android.widget.Editor.onScrollChanged()"
"android.widget.TextView.onTrackballEvent(MotionEvent)","android.text.method.MovementMethod.onTrackballEvent(android.widget.TextView, android.text.Spannable, android.view.MotionEvent)"
"android.widget.TextView.onTrackballEvent(MotionEvent)","android.view.View.onTrackballEvent(android.view.MotionEvent)"
"android.widget.TextView.onPopulateAccessibilityEvent(AccessibilityEvent)","android.view.View.onPopulateAccessibilityEvent(android.view.accessibility.AccessibilityEvent)"
"android.widget.TextView.onPopulateAccessibilityEvent(AccessibilityEvent)","java.util.List.add(java.lang.CharSequence)"
"android.widget.TextView.onPopulateAccessibilityEvent(AccessibilityEvent)","android.text.TextUtils.isEmpty(java.lang.CharSequence)"
"android.widget.TextView.onPopulateAccessibilityEvent(AccessibilityEvent)","android.view.accessibility.AccessibilityRecord.getText()"
"android.widget.TextView.getWordIterator()","android.widget.Editor.getWordIterator()"
"android.widget.TextView.setTextSize(int, float)","android.content.Context.getResources()"
"android.widget.TextView.setTextSize(int, float)","android.content.res.Resources.getSystem()"
"android.widget.TextView.setImeActionLabel(CharSequence, int)","android.widget.Editor.createInputContentTypeIfNeeded()"
"android.widget.TextView.onRestoreInstanceState(Parcelable)","android.view.AbsSavedState.getSuperState()"
"android.widget.TextView.onRestoreInstanceState(Parcelable)","android.view.View.onRestoreInstanceState(android.os.Parcelable)"
"android.widget.TextView.onRestoreInstanceState(Parcelable)","android.text.Selection.setSelection(android.text.Spannable, int, int)"
"android.widget.TextView.onRestoreInstanceState(Parcelable)","java.lang.CharSequence.length()"
"android.widget.TextView.getDesiredHeight(Layout, boolean)","android.text.Layout.getLineCount()"
"android.widget.TextView.getDesiredHeight(Layout, boolean)","android.text.Layout.getLineTop(int)"
"android.widget.TextView.getDesiredHeight(Layout, boolean)","java.lang.Math.max(int, int)"
"android.widget.TextView.getDesiredHeight(Layout, boolean)","java.lang.Math.min(int, int)"
"android.widget.TextView.getVerticalOffset(boolean)","android.text.Layout.getHeight()"
"android.widget.TextView.getVerticalOffset(boolean)","java.lang.CharSequence.length()"
"android.widget.TextView.onWindowFocusChanged(boolean)","android.view.View.onWindowFocusChanged(boolean)"
"android.widget.TextView.onWindowFocusChanged(boolean)","android.widget.Editor.onWindowFocusChanged(boolean)"
"android.widget.TextView.onGenericMotionEvent(MotionEvent)","android.text.method.MovementMethod.onGenericMotionEvent(android.widget.TextView, android.text.Spannable, android.view.MotionEvent)"
"android.widget.TextView.onGenericMotionEvent(MotionEvent)","android.view.View.onGenericMotionEvent(android.view.MotionEvent)"
"android.widget.TextView.invalidateRegion(int, int, boolean)","android.text.Layout.getLineBottom(int)"
"android.widget.TextView.invalidateRegion(int, int, boolean)","android.text.Layout.getLineTop(int)"
"android.widget.TextView.invalidateRegion(int, int, boolean)","android.text.Layout.getLineDescent(int)"
"android.widget.TextView.invalidateRegion(int, int, boolean)","android.text.Layout.getPrimaryHorizontal(int)"
"android.widget.TextView.invalidateRegion(int, int, boolean)","android.text.Layout.getLineForOffset(int)"
"android.widget.TextView.onPreDraw()","android.widget.Editor.SelectionModifierCursorController.isSelectionStartDragged()"
"android.widget.TextView.onPreDraw()","android.widget.Editor.startSelectionActionMode()"
"android.widget.TextView.onPreDraw()","java.lang.CharSequence.length()"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.view.accessibility.AccessibilityEvent.getEventType()"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.text.Selection.getSelectionStart(java.lang.CharSequence)"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.view.accessibility.AccessibilityRecord.setFromIndex(int)"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.view.accessibility.AccessibilityRecord.setItemCount(int)"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.view.accessibility.AccessibilityRecord.setPassword(boolean)"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.text.Selection.getSelectionEnd(java.lang.CharSequence)"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.view.View.onInitializeAccessibilityEvent(android.view.accessibility.AccessibilityEvent)"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","java.lang.Class.getName()"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.view.accessibility.AccessibilityRecord.setToIndex(int)"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","java.lang.CharSequence.length()"
"android.widget.TextView.onInitializeAccessibilityEvent(AccessibilityEvent)","android.view.accessibility.AccessibilityRecord.setClassName(java.lang.String)"
"android.widget.TextView.onRtlPropertiesChanged(int)","android.view.View.onRtlPropertiesChanged(int)"
"android.widget.TextView.compressText(float)","android.text.Layout.getLineWidth(int)"
"android.widget.TextView.getUrls()","java.lang.CharSequence.length()"
"android.widget.TextView.getUrls()","android.text.Spanned.getSpans(int, int, java.lang.Class<android.text.style.URLSpan>)"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getHeight()"
"android.widget.TextView.bringPointIntoView(int)","android.widget.Scroller.abortAnimation()"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getParagraphDirection(int)"
"android.widget.TextView.bringPointIntoView(int)","android.widget.Scroller.startScroll(int, int, int, int)"
"android.widget.TextView.bringPointIntoView(int)","android.util.FloatMath.ceil(float)"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getParagraphAlignment(int)"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getLineLeft(int)"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getLineForOffset(int)"
"android.widget.TextView.bringPointIntoView(int)","android.util.FloatMath.floor(float)"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getLineRight(int)"
"android.widget.TextView.bringPointIntoView(int)","android.widget.Scroller.isFinished()"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getLineTop(int)"
"android.widget.TextView.bringPointIntoView(int)","android.text.Layout.getPrimaryHorizontal(int, boolean)"
"android.widget.TextView.bringPointIntoView(int)","java.lang.Math.max(int, int)"
"android.widget.TextView.bringPointIntoView(int)","android.view.animation.AnimationUtils.currentAnimationTimeMillis()"
"android.widget.TextView.onFinishTemporaryDetach()","android.view.View.onFinishTemporaryDetach()"
"android.widget.TextView.setInputExtras(int)","android.widget.Editor.createInputContentTypeIfNeeded()"
"android.widget.TextView.canCut()","java.lang.CharSequence.length()"
"android.widget.TextView.drawableHotspotChanged(float, float)","android.view.View.drawableHotspotChanged(float, float)"
"android.widget.TextView.doFrame(long)","android.widget.TextView.Marquee.start(int)"
"android.widget.TextView.computeScroll()","android.widget.Scroller.computeScrollOffset()"
"android.widget.TextView.computeScroll()","android.widget.Scroller.getCurrY()"
"android.widget.TextView.computeScroll()","android.widget.Scroller.getCurrX()"
"android.widget.TextView.setTextColor(int)","android.content.res.ColorStateList.valueOf(int)"
"android.widget.TextView.onKeyShortcut(int, KeyEvent)","android.view.View.onKeyShortcut(int, android.view.KeyEvent)"
"android.widget.TextView.onKeyShortcut(int, KeyEvent)","android.view.KeyEvent.metaStateHasNoModifiers(int)"
"android.widget.TextView.onKeyShortcut(int, KeyEvent)","android.view.KeyEvent.getMetaState()"
"android.widget.TextView.textCanBeSelected()","android.text.method.MovementMethod.canSelectArbitrarily()"
"android.widget.TextView.removeParcelableSpans(Spannable, int, int)","android.text.Spanned.getSpans(int, int, java.lang.Class<android.text.ParcelableSpan>)"
"android.widget.TextView.removeParcelableSpans(Spannable, int, int)","android.text.Spannable.removeSpan(java.lang.Object)"
"android.widget.TextView.onCommitCorrection(CorrectionInfo)","android.widget.Editor.onCommitCorrection(android.view.inputmethod.CorrectionInfo)"
"android.widget.TextView.sendAfterTextChanged(Editable)","java.util.ArrayList.size()"
"android.widget.TextView.sendAfterTextChanged(Editable)","android.text.TextWatcher.afterTextChanged(android.text.Editable)"
"android.widget.TextView.sendAfterTextChanged(Editable)","java.util.ArrayList.get(int)"
"android.widget.TextView.getFocusedRect(Rect)","android.text.Layout.getLineBottom(int)"
"android.widget.TextView.getFocusedRect(Rect)","android.text.Layout.getLineTop(int)"
"android.widget.TextView.getFocusedRect(Rect)","android.text.Layout.getPrimaryHorizontal(int)"
"android.widget.TextView.getFocusedRect(Rect)","android.text.Layout.getLineForOffset(int)"
"android.widget.TextView.setImeOptions(int)","android.widget.Editor.createInputContentTypeIfNeeded()"
"android.widget.TextView.stopMarquee()","android.widget.TextView.Marquee.isStopped()"
"android.widget.TextView.stopMarquee()","android.widget.TextView.Marquee.stop()"
"android.widget.TextView.beginBatchEdit()","android.widget.Editor.beginBatchEdit()"
"android.widget.TextView.sendBeforeTextChanged(CharSequence, int, int, int)","java.util.ArrayList.size()"
"android.widget.TextView.sendBeforeTextChanged(CharSequence, int, int, int)","android.text.TextWatcher.beforeTextChanged(java.lang.CharSequence, int, int, int)"
"android.widget.TextView.sendBeforeTextChanged(CharSequence, int, int, int)","java.util.ArrayList.get(int)"
"android.widget.TextView.removeIntersectingNonAdjacentSpans(int, int, Class)","android.text.Spanned.getSpanStart(T)"
"android.widget.TextView.removeIntersectingNonAdjacentSpans(int, int, Class)","android.text.Spanned.getSpanEnd(T)"
"android.widget.TextView.removeIntersectingNonAdjacentSpans(int, int, Class)","android.text.Spannable.removeSpan(T)"
"android.widget.TextView.removeIntersectingNonAdjacentSpans(int, int, Class)","android.text.Spanned.getSpans(int, int, java.lang.Class<T>)"
"android.widget.TextView.setCursorPosition_internal(int, int)","android.text.Selection.setSelection(android.text.Editable, int, int)"
"android.widget.TextView.stop()","android.view.Choreographer.removeFrameCallback(android.view.Choreographer.FrameCallback)"
"android.widget.TextView.stop()","android.widget.TextView.Marquee.resetScroll()"
"android.widget.TextView.setFilters(Editable, InputFilter[])","android.text.Editable.setFilters(android.text.InputFilter[])"
"android.widget.TextView.setFilters(Editable, InputFilter[])","java.lang.System.arraycopy(android.text.InputFilter[], int, android.text.InputFilter[], int, int)"
"android.widget.TextView.setSpan_internal(Object, int, int, int)","android.text.Spannable.setSpan(java.lang.Object, int, int, int)"
"android.widget.TextView.clearComposingText()","android.view.inputmethod.BaseInputConnection.removeComposingSpans(android.text.Spannable)"
"android.widget.TextView.onAttachedToWindow()","android.view.View.onAttachedToWindow()"
"android.widget.TextView.onAttachedToWindow()","android.widget.Editor.onAttachedToWindow()"
"android.widget.TextView.sendAccessibilityEvent(int)","android.view.View.sendAccessibilityEvent(int)"
"android.widget.TextView.bringTextIntoView()","android.text.Layout.getLineCount()"
"android.widget.TextView.bringTextIntoView()","android.text.Layout.getHeight()"
"android.widget.TextView.bringTextIntoView()","android.text.Layout.getLineRight(int)"
"android.widget.TextView.bringTextIntoView()","android.text.Layout.getParagraphDirection(int)"
"android.widget.TextView.bringTextIntoView()","android.util.FloatMath.ceil(float)"
"android.widget.TextView.bringTextIntoView()","android.text.Layout.getParagraphAlignment(int)"
"android.widget.TextView.bringTextIntoView()","android.text.Layout.getLineLeft(int)"
"android.widget.TextView.bringTextIntoView()","android.util.FloatMath.floor(float)"
"android.widget.TextView.setPrivateImeOptions(String)","android.widget.Editor.createInputContentTypeIfNeeded()"
"android.widget.TextView.setHintTextColor(int)","android.content.res.ColorStateList.valueOf(int)"
"android.widget.TextView.getTextColors(Context, TypedArray)","android.content.res.TypedArray.recycle()"
"android.widget.TextView.findViewsWithText(ArrayList, CharSequence, int)","java.util.ArrayList.add(android.widget.TextView)"
"android.widget.TextView.findViewsWithText(ArrayList, CharSequence, int)","java.lang.CharSequence.toString()"
"android.widget.TextView.findViewsWithText(ArrayList, CharSequence, int)","android.text.TextUtils.isEmpty(java.lang.CharSequence)"
"android.widget.TextView.findViewsWithText(ArrayList, CharSequence, int)","android.view.View.findViewsWithText(java.util.ArrayList<android.view.View>, java.lang.CharSequence, int)"
"android.widget.TextView.findViewsWithText(ArrayList, CharSequence, int)","java.util.ArrayList.contains(android.widget.TextView)"
"android.widget.TextView.findViewsWithText(ArrayList, CharSequence, int)","java.lang.String.toLowerCase()"
"android.widget.TextView.findViewsWithText(ArrayList, CharSequence, int)","java.lang.String.contains(java.lang.String)"
"android.widget.TextView.onDragEvent(DragEvent)","android.text.Selection.setSelection(android.text.Spannable, int)"
"android.widget.TextView.onDragEvent(DragEvent)","android.widget.Editor.onDrop(android.view.DragEvent)"
"android.widget.TextView.onDragEvent(DragEvent)","android.view.DragEvent.getAction()"
"android.widget.TextView.onDragEvent(DragEvent)","android.widget.Editor.hasInsertionController()"
"android.widget.TextView.onKeyPreIme(int, KeyEvent)","android.view.KeyEvent.isTracking()"
"android.widget.TextView.onKeyPreIme(int, KeyEvent)","android.view.KeyEvent.getRepeatCount()"
"android.widget.TextView.onKeyPreIme(int, KeyEvent)","android.view.KeyEvent.isCanceled()"
"android.widget.TextView.onKeyPreIme(int, KeyEvent)","android.view.KeyEvent.DispatcherState.startTracking(android.view.KeyEvent, android.widget.TextView)"
"android.widget.TextView.onKeyPreIme(int, KeyEvent)","android.view.KeyEvent.DispatcherState.handleUpEvent(android.view.KeyEvent)"
"android.widget.TextView.onKeyPreIme(int, KeyEvent)","android.view.View.onKeyPreIme(int, android.view.KeyEvent)"
"android.widget.TextView.onKeyPreIme(int, KeyEvent)","android.view.KeyEvent.getAction()"
"android.widget.TextView.onFocusChanged(boolean, int, Rect)","android.widget.Editor.onFocusChanged(boolean, int)"
"android.widget.TextView.onFocusChanged(boolean, int, Rect)","android.text.method.MetaKeyKeyListener.resetMetaState(android.text.Spannable)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.Spanned.getSpanStart(android.text.TextUtils.TruncateAt)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.Spannable.setSpan(android.widget.TextView.ChangeWatcher, int, int, int)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.widget.Editor.prepareCursorControllers()"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.Editable.Factory.newEditable(java.lang.CharSequence)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.view.inputmethod.InputMethodManager.peekInstance()"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.Spanned.getSpans(int, int, java.lang.Class<android.widget.TextView.ChangeWatcher>)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.InputFilter.filter(java.lang.CharSequence, int, int, android.text.Spanned, int, int)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","java.util.ArrayList.size()"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.widget.Editor.addSpanWatchers(android.text.Spannable)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.method.MovementMethod.initialize(android.widget.TextView, android.text.Spannable)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.Spannable.Factory.newSpannable(java.lang.CharSequence)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.view.ViewConfiguration.get(android.content.Context)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.util.Linkify.addLinks(android.text.Spannable, int)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.view.ViewConfiguration.isFadingMarqueeEnabled()"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.Spannable.setSpan(android.text.method.TransformationMethod, int, int, int)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.TextUtils.stringOrSpannedString(java.lang.CharSequence)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","android.text.Spannable.removeSpan(android.widget.TextView.ChangeWatcher)"
"android.widget.TextView.setText(CharSequence, BufferType, boolean, int)","java.lang.CharSequence.length()"
"android.widget.TextView.onVisibilityChanged(View, int)","android.view.View.onVisibilityChanged(android.view.View, int)"
"android.widget.TextView.onVisibilityChanged(View, int)","android.widget.Editor.hideControllers()"
"android.widget.TextView.canPaste()","android.content.ClipboardManager.hasPrimaryClip()"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.View.onInitializeAccessibilityNodeInfo(android.view.accessibility.AccessibilityNodeInfo)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.text.InputFilter.LengthFilter.getMax()"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setClassName(java.lang.String)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setError(java.lang.CharSequence)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.text.TextUtils.isEmpty(java.lang.CharSequence)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setPassword(boolean)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.addAction(int)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setMultiLine(boolean)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setMovementGranularities(int)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setInputType(int)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","java.lang.Class.getName()"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setContentInvalid(boolean)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setEditable(boolean)"
"android.widget.TextView.onInitializeAccessibilityNodeInfo(AccessibilityNodeInfo)","android.view.accessibility.AccessibilityNodeInfo.setMaxTextLength(int)"
