"Caller","Callee"
"android.content.res.TypedArray.getFraction(int, int, int, float)","android.util.TypedValue.complexToFraction(int, int, int)"
"android.content.res.TypedArray.getFraction(int, int, int, float)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.getInteger(int, int)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.getLayoutDimension(int, int)","android.util.TypedValue.complexToDimensionPixelSize(int, android.util.DisplayMetrics)"
"android.content.res.TypedArray.getColor(int, int)","android.content.res.TypedArray.getValueAt(int, android.util.TypedValue)"
"android.content.res.TypedArray.getColor(int, int)","android.content.res.ColorStateList.getDefaultColor()"
"android.content.res.TypedArray.getColor(int, int)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.getColor(int, int)","android.content.res.Resources.loadColorStateList(android.util.TypedValue, int)"
"android.content.res.TypedArray.getTextArray(int)","java.io.PrintStream.println(java.lang.String)"
"android.content.res.TypedArray.getTextArray(int)","android.content.res.TypedArray.getValueAt(int, android.util.TypedValue)"
"android.content.res.TypedArray.getTextArray(int)","android.content.res.Resources.getTextArray(int)"
"android.content.res.TypedArray.getTextArray(int)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.getDimensionPixelOffset(int, int)","android.util.TypedValue.complexToDimensionPixelOffset(int, android.util.DisplayMetrics)"
"android.content.res.TypedArray.getDimensionPixelOffset(int, int)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.getValue(int, TypedValue)","android.content.res.TypedArray.getValueAt(int, android.util.TypedValue)"
"android.content.res.TypedArray.getDrawable(int)","java.io.PrintStream.println(java.lang.String)"
"android.content.res.TypedArray.getDrawable(int)","android.content.res.TypedArray.getValueAt(int, android.util.TypedValue)"
"android.content.res.TypedArray.getDrawable(int)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.getDrawable(int)","android.content.res.Resources.loadDrawable(android.util.TypedValue, int)"
"android.content.res.TypedArray.getValueAt(int, TypedValue)","android.content.res.TypedArray.loadStringValueAt(int)"
"android.content.res.TypedArray.getText(int)","android.util.Log.w(java.lang.String, java.lang.String)"
"android.content.res.TypedArray.getText(int)","android.content.res.TypedArray.getValueAt(int, android.util.TypedValue)"
"android.content.res.TypedArray.getText(int)","android.util.TypedValue.coerceToString()"
"android.content.res.TypedArray.getText(int)","android.content.res.TypedArray.loadStringValueAt(int)"
"android.content.res.TypedArray.getText(int)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.getString(int)","android.util.Log.w(java.lang.String, java.lang.String)"
"android.content.res.TypedArray.getString(int)","android.content.res.TypedArray.getValueAt(int, android.util.TypedValue)"
"android.content.res.TypedArray.getString(int)","java.lang.CharSequence.toString()"
"android.content.res.TypedArray.getString(int)","android.util.TypedValue.coerceToString()"
"android.content.res.TypedArray.getString(int)","android.content.res.TypedArray.loadStringValueAt(int)"
"android.content.res.TypedArray.getString(int)","java.lang.Integer.toHexString(int)"
"android.content.res.TypedArray.loadStringValueAt(int)","android.content.res.AssetManager.getPooledString(int, int)"
"android.content.res.TypedArray.peekValue(int)","android.content.res.TypedArray.getValueAt(int, android.util.TypedValue)"
"android.content.res.TypedArray.getLayoutDimension(int, String)","android.util.TypedValue.complexToDimensionPixelSize(int, android.util.DisplayMetrics)"
"android.content.res.TypedArray.getLayoutDimension(int, String)","android.content.res.TypedArray.getPositionDescription()"
"android.content.res.TypedArray.getDimensionPixelSize(int, int)","android.util.TypedValue.complexToDimensionPixelSize(int, android.util.DisplayMetrics)"
"android.content.res.TypedArray.getDimensionPixelSize(int, int)","java.lang.Integer.toHexString(int)"
"android.gesture.Gesture.getStrokesCount()","java.util.ArrayList.size()"
"android.gesture.Gesture.toPath(Path)","java.util.ArrayList.size()"
"android.gesture.Gesture.deserialize(DataInputStream)","java.io.DataInputStream.readInt()"
"android.gesture.Gesture.deserialize(DataInputStream)","android.gesture.GestureStroke.deserialize(java.io.DataInputStream)"
"android.gesture.Gesture.deserialize(DataInputStream)","java.io.DataInputStream.readLong()"
"android.gesture.Gesture.deserialize(DataInputStream)","android.gesture.Gesture.addStroke(android.gesture.GestureStroke)"
"android.gesture.Gesture.writeToParcel(Parcel, int)","android.gesture.GestureUtilities.closeStream(java.io.ByteArrayOutputStream)"
"android.gesture.Gesture.writeToParcel(Parcel, int)","java.io.ByteArrayOutputStream.toByteArray()"
"android.gesture.Gesture.writeToParcel(Parcel, int)","android.os.Parcel.writeLong(long)"
"android.gesture.Gesture.writeToParcel(Parcel, int)","android.util.Log.e(java.lang.String, java.lang.String, java.io.IOException)"
"android.gesture.Gesture.writeToParcel(Parcel, int)","android.gesture.GestureUtilities.closeStream(java.io.DataOutputStream)"
"android.gesture.Gesture.writeToParcel(Parcel, int)","android.os.Parcel.writeByteArray(byte[])"
"android.gesture.Gesture.writeToParcel(Parcel, int)","android.gesture.Gesture.serialize(java.io.DataOutputStream)"
"android.gesture.Gesture.toBitmap(int, int, int, int, int)","java.util.ArrayList.size()"
"android.gesture.Gesture.toBitmap(int, int, int, int, int)","android.gesture.GestureStroke.toPath(int, int, int)"
"android.gesture.Gesture.toBitmap(int, int, int, int, int)","java.util.ArrayList.get(int)"
"android.gesture.Gesture.addStroke(GestureStroke)","java.util.ArrayList.add(android.gesture.GestureStroke)"
"android.gesture.Gesture.toPath(Path, int, int, int, int)","java.util.ArrayList.size()"
"android.gesture.Gesture.createFromParcel(Parcel)","android.os.Parcel.createByteArray()"
"android.gesture.Gesture.createFromParcel(Parcel)","android.gesture.Gesture.deserialize(java.io.DataInputStream)"
"android.gesture.Gesture.createFromParcel(Parcel)","android.os.Parcel.readLong()"
"android.gesture.Gesture.createFromParcel(Parcel)","android.util.Log.e(java.lang.String, java.lang.String, java.io.IOException)"
"android.gesture.Gesture.createFromParcel(Parcel)","android.gesture.GestureUtilities.closeStream(java.io.DataInputStream)"
"android.gesture.Gesture.getLength()","java.util.ArrayList.size()"
"android.gesture.Gesture.getLength()","java.util.ArrayList.get(int)"
"android.gesture.Gesture.serialize(DataOutputStream)","java.util.ArrayList.size()"
"android.gesture.Gesture.serialize(DataOutputStream)","java.io.DataOutputStream.writeLong(long)"
"android.gesture.Gesture.serialize(DataOutputStream)","java.io.DataOutputStream.writeInt(int)"
"android.gesture.Gesture.serialize(DataOutputStream)","android.gesture.GestureStroke.serialize(java.io.DataOutputStream)"
"android.gesture.Gesture.serialize(DataOutputStream)","java.util.ArrayList.get(int)"
"android.provider.SearchRecentSuggestions.truncateHistory(ContentResolver, int)","android.util.Log.e(java.lang.String, java.lang.String, java.lang.RuntimeException)"
"android.provider.SearchRecentSuggestions.truncateHistory(ContentResolver, int)","java.lang.String.valueOf(int)"
"android.provider.SearchRecentSuggestions.truncateHistory(ContentResolver, int)","android.content.ContentResolver.delete(android.net.Uri, java.lang.String, null)"
"android.provider.SearchRecentSuggestions.clearHistory()","android.provider.SearchRecentSuggestions.truncateHistory(android.content.ContentResolver, int)"
"android.provider.SearchRecentSuggestions.clearHistory()","android.content.Context.getContentResolver()"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","android.util.Log.e(java.lang.String, java.lang.String, java.lang.RuntimeException)"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","android.provider.SearchRecentSuggestions.truncateHistory(android.content.ContentResolver, int)"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","android.text.TextUtils.isEmpty(java.lang.String)"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","android.content.ContentValues.put(java.lang.String, long)"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","android.content.Context.getContentResolver()"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","android.content.ContentValues.put(java.lang.String, java.lang.String)"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","java.lang.System.currentTimeMillis()"
"android.provider.SearchRecentSuggestions.saveRecentQuery(String, String)","android.content.ContentResolver.insert(android.net.Uri, android.content.ContentValues)"
"android.preference.PreferenceScreen.showDialog(Bundle)","android.app.Dialog.setOnDismissListener(android.preference.PreferenceScreen)"
"android.preference.PreferenceScreen.showDialog(Bundle)","android.app.Dialog.onRestoreInstanceState(android.os.Bundle)"
"android.preference.PreferenceScreen.showDialog(Bundle)","android.app.Dialog.setTitle(java.lang.CharSequence)"
"android.preference.PreferenceScreen.showDialog(Bundle)","android.app.Dialog.show()"
"android.preference.PreferenceScreen.showDialog(Bundle)","android.text.TextUtils.isEmpty(java.lang.CharSequence)"
"android.preference.PreferenceScreen.onItemClick(AdapterView, View, int, long)","android.preference.Preference.performClick(android.preference.PreferenceScreen)"
"android.preference.PreferenceScreen.writeToParcel(Parcel, int)","android.view.AbsSavedState.writeToParcel(android.os.Parcel, int)"
"android.preference.PreferenceScreen.writeToParcel(Parcel, int)","android.os.Parcel.writeInt(int)"
"android.preference.PreferenceScreen.writeToParcel(Parcel, int)","android.os.Parcel.writeBundle(android.os.Bundle)"
"android.preference.PreferenceScreen.onRestoreInstanceState(Parcelable)","android.view.AbsSavedState.getSuperState()"
"android.preference.PreferenceScreen.onRestoreInstanceState(Parcelable)","java.lang.Object.equals(java.lang.Class<android.preference.PreferenceScreen.SavedState>)"
"android.preference.PreferenceScreen.onRestoreInstanceState(Parcelable)","java.lang.Object.getClass()"
"android.preference.PreferenceScreen.onRestoreInstanceState(Parcelable)","android.preference.Preference.onRestoreInstanceState(android.os.Parcelable)"
"android.preference.PreferenceScreen.onSaveInstanceState()","android.preference.Preference.onSaveInstanceState()"
"android.preference.PreferenceScreen.onSaveInstanceState()","android.app.Dialog.isShowing()"
"android.preference.PreferenceScreen.onSaveInstanceState()","android.app.Dialog.onSaveInstanceState()"
"com.android.internal.app.ShutdownThread.run()","android.app.IActivityManager.shutdown(int)"
"com.android.internal.app.ShutdownThread.run()","java.lang.System.currentTimeMillis()"
"com.android.internal.app.ShutdownThread.run()","android.util.Log.i(java.lang.String, java.lang.String)"
"com.android.internal.app.ShutdownThread.run()","android.util.Log.w(java.lang.String, java.lang.String)"
"com.android.internal.app.ShutdownThread.run()","android.util.Log.e(java.lang.String, java.lang.String, android.os.RemoteException)"
"com.android.internal.app.ShutdownThread.run()","android.os.Power.shutdown()"
"com.android.internal.app.ShutdownThread.run()","com.android.internal.app.ShutdownThread.broadcastDone()"
"com.android.internal.app.ShutdownThread.run()","java.lang.Object.wait(long)"
"com.android.internal.app.ShutdownThread.run()","android.content.Context.sendOrderedBroadcast(android.content.Intent, null, android.content.BroadcastReceiver, android.os.Handler, int, null, null)"
"com.android.internal.app.ShutdownThread.run()","android.util.Log.e(java.lang.String, java.lang.String, java.lang.Exception)"
"com.android.internal.app.ShutdownThread.run()","android.app.ActivityManagerNative.asInterface(android.os.IBinder)"
"com.android.internal.app.ShutdownThread.run()","android.os.ServiceManager.checkService(java.lang.String)"
"com.android.internal.app.ShutdownThread.run()","android.os.SystemClock.sleep(int)"
"com.android.internal.app.ShutdownThread.beginShutdownSequence(Context)","android.app.ProgressDialog.setIndeterminate(boolean)"
"com.android.internal.app.ShutdownThread.beginShutdownSequence(Context)","java.lang.Thread.start()"
"com.android.internal.app.ShutdownThread.beginShutdownSequence(Context)","android.view.Window.addFlags(int)"
"com.android.internal.app.ShutdownThread.beginShutdownSequence(Context)","android.app.Dialog.show()"
"com.android.internal.app.ShutdownThread.beginShutdownSequence(Context)","android.view.Window.setType(int)"
"com.android.internal.app.ShutdownThread.beginShutdownSequence(Context)","android.app.Dialog.setCancelable(boolean)"
"com.android.internal.app.ShutdownThread.beginShutdownSequence(Context)","android.app.Dialog.getWindow()"
"com.android.internal.app.ShutdownThread.shutdown(Context, boolean)","android.view.Window.addFlags(int)"
"com.android.internal.app.ShutdownThread.shutdown(Context, boolean)","com.android.internal.app.ShutdownThread.beginShutdownSequence(android.content.Context)"
"com.android.internal.app.ShutdownThread.shutdown(Context, boolean)","android.app.Dialog.show()"
"com.android.internal.app.ShutdownThread.shutdown(Context, boolean)","android.view.Window.setType(int)"
"com.android.internal.app.ShutdownThread.shutdown(Context, boolean)","android.util.Log.d(java.lang.String, java.lang.String)"
"com.android.internal.app.ShutdownThread.shutdown(Context, boolean)","android.app.Dialog.getWindow()"
"com.android.internal.app.ShutdownThread.broadcastDone()","java.lang.Object.notifyAll()"
"android.provider.Im.getBoolean(String, boolean)","android.content.ContentValues.getAsBoolean(java.lang.String)"
"android.provider.Im.getBoolean(String, boolean)","android.content.ContentQueryMap.getValues(java.lang.String)"
"android.provider.Im.getOtrMessagesContentUriByProvider(long)","android.net.Uri.Builder.build()"
"android.provider.Im.getOtrMessagesContentUriByProvider(long)","android.net.Uri.buildUpon()"
"android.provider.Im.getOtrMessagesContentUriByProvider(long)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.queryHighestRmqId(ContentResolver)","android.database.Cursor.getColumnIndexOrThrow(java.lang.String)"
"android.provider.Im.queryHighestRmqId(ContentResolver)","android.database.Cursor.getLong(int)"
"android.provider.Im.queryHighestRmqId(ContentResolver)","android.database.Cursor.moveToFirst()"
"android.provider.Im.queryHighestRmqId(ContentResolver)","android.database.Cursor.close()"
"android.provider.Im.queryHighestRmqId(ContentResolver)","android.content.ContentResolver.query(android.net.Uri, java.lang.String[], null, null, null)"
"android.provider.Im.setShowMobileIndicator(ContentResolver, long, boolean)","android.provider.Im.ProviderSettings.putBooleanValue(android.content.ContentResolver, long, java.lang.String, boolean)"
"android.provider.Im.setJidResource(String)","android.provider.Im.ProviderSettings.setJidResource(android.content.ContentResolver, long, java.lang.String)"
"android.provider.Im.getContentUriByThreadId(long)","android.net.Uri.Builder.build()"
"android.provider.Im.getContentUriByThreadId(long)","android.net.Uri.buildUpon()"
"android.provider.Im.getContentUriByThreadId(long)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.getContentUriByContact(long, String)","android.net.Uri.Builder.appendPath(java.lang.String)"
"android.provider.Im.getContentUriByContact(long, String)","android.net.Uri.Builder.build()"
"android.provider.Im.getContentUriByContact(long, String)","android.net.Uri.buildUpon()"
"android.provider.Im.getContentUriByContact(long, String)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.getString(String, String)","android.content.ContentValues.getAsString(java.lang.String)"
"android.provider.Im.getString(String, String)","android.content.ContentQueryMap.getValues(java.lang.String)"
"android.provider.Im.getShowAwayOnIdle()","android.provider.Im.ProviderSettings.QueryMap.getBoolean(java.lang.String, boolean)"
"android.provider.Im.getHeartbeatInterval()","android.provider.Im.ProviderSettings.QueryMap.getLong(java.lang.String, long)"
"android.provider.Im.getRosterEtag(ContentResolver, long)","android.database.Cursor.getString(int)"
"android.provider.Im.getRosterEtag(ContentResolver, long)","android.content.ContentResolver.query(android.net.Uri, java.lang.String[], java.lang.String, null, null)"
"android.provider.Im.getRosterEtag(ContentResolver, long)","android.database.Cursor.moveToFirst()"
"android.provider.Im.getRosterEtag(ContentResolver, long)","android.database.Cursor.close()"
"android.provider.Im.getContentUriByProvider(long)","android.net.Uri.Builder.build()"
"android.provider.Im.getContentUriByProvider(long)","android.net.Uri.buildUpon()"
"android.provider.Im.getContentUriByProvider(long)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.getOtrMessagesContentUriByThreadId(long)","android.net.Uri.Builder.build()"
"android.provider.Im.getOtrMessagesContentUriByThreadId(long)","android.net.Uri.buildUpon()"
"android.provider.Im.getOtrMessagesContentUriByThreadId(long)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.saveLastRmqId(ContentResolver, long)","android.content.ContentValues.put(java.lang.String, long)"
"android.provider.Im.saveLastRmqId(ContentResolver, long)","android.content.ContentValues.put(java.lang.String, int)"
"android.provider.Im.saveLastRmqId(ContentResolver, long)","android.content.ContentResolver.insert(android.net.Uri, android.content.ContentValues)"
"android.provider.Im.getOtrMessagesContentUriByContact(long, String)","android.net.Uri.Builder.appendPath(java.lang.String)"
"android.provider.Im.getOtrMessagesContentUriByContact(long, String)","android.net.Uri.Builder.build()"
"android.provider.Im.getOtrMessagesContentUriByContact(long, String)","android.net.Uri.buildUpon()"
"android.provider.Im.getOtrMessagesContentUriByContact(long, String)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.setHideOfflineContacts(ContentResolver, long, boolean)","android.provider.Im.ProviderSettings.putBooleanValue(android.content.ContentResolver, long, java.lang.String, boolean)"
"android.provider.Im.getShowMobileIndicator()","android.provider.Im.ProviderSettings.QueryMap.getBoolean(java.lang.String, boolean)"
"android.provider.Im.setAutomaticallyConnectGTalk(ContentResolver, long, boolean)","android.provider.Im.ProviderSettings.putBooleanValue(android.content.ContentResolver, long, java.lang.String, boolean)"
"android.provider.Im.setAutomaticallyConnectToGTalkServer(boolean)","android.provider.Im.ProviderSettings.setAutomaticallyConnectGTalk(android.content.ContentResolver, long, boolean)"
"android.provider.Im.getLong(String, long)","android.content.ContentValues.getAsLong(java.lang.String)"
"android.provider.Im.getLong(String, long)","android.content.ContentQueryMap.getValues(java.lang.String)"
"android.provider.Im.setRingtoneURI(ContentResolver, long, String)","android.provider.Im.ProviderSettings.putStringValue(android.content.ContentResolver, long, java.lang.String, java.lang.String)"
"android.provider.Im.setJidResource(ContentResolver, long, String)","android.provider.Im.ProviderSettings.putStringValue(android.content.ContentResolver, long, java.lang.String, java.lang.String)"
"android.provider.Im.getJidResource()","android.provider.Im.ProviderSettings.QueryMap.getString(java.lang.String, null)"
"android.provider.Im.putStringValue(ContentResolver, long, String, String)","android.content.ContentValues.put(java.lang.String, long)"
"android.provider.Im.putStringValue(ContentResolver, long, String, String)","android.content.ContentValues.put(java.lang.String, java.lang.String)"
"android.provider.Im.putStringValue(ContentResolver, long, String, String)","android.content.ContentResolver.insert(android.net.Uri, android.content.ContentValues)"
"android.provider.Im.getSettingValue(ContentResolver, long, String)","android.content.ContentUris.withAppendedId(android.net.Uri, long)"
"android.provider.Im.getSettingValue(ContentResolver, long, String)","android.database.Cursor.moveToFirst()"
"android.provider.Im.getSettingValue(ContentResolver, long, String)","android.database.Cursor.close()"
"android.provider.Im.getSettingValue(ContentResolver, long, String)","android.content.ContentResolver.query(android.net.Uri, java.lang.String[], java.lang.String, java.lang.String[], null)"
"android.provider.Im.setHideOfflineContacts(boolean)","android.provider.Im.ProviderSettings.setHideOfflineContacts(android.content.ContentResolver, long, boolean)"
"android.provider.Im.getContentUriByAccount(long)","android.net.Uri.Builder.build()"
"android.provider.Im.getContentUriByAccount(long)","android.net.Uri.buildUpon()"
"android.provider.Im.getContentUriByAccount(long)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.queryLastRmqId(ContentResolver)","android.database.Cursor.getColumnIndexOrThrow(java.lang.String)"
"android.provider.Im.queryLastRmqId(ContentResolver)","android.database.Cursor.getLong(int)"
"android.provider.Im.queryLastRmqId(ContentResolver)","android.database.Cursor.moveToFirst()"
"android.provider.Im.queryLastRmqId(ContentResolver)","android.database.Cursor.close()"
"android.provider.Im.queryLastRmqId(ContentResolver)","android.content.ContentResolver.query(android.net.Uri, java.lang.String[], null, null, null)"
"android.provider.Im.setVibrate(ContentResolver, long, boolean)","android.provider.Im.ProviderSettings.putBooleanValue(android.content.ContentResolver, long, java.lang.String, boolean)"
"android.provider.Im.setEnableNotification(boolean)","android.provider.Im.ProviderSettings.setEnableNotification(android.content.ContentResolver, long, boolean)"
"android.provider.Im.queryProviderSettings(ContentResolver, long)","android.content.ContentUris.withAppendedId(android.net.Uri, long)"
"android.provider.Im.queryProviderSettings(ContentResolver, long)","android.database.Cursor.getString(int)"
"android.provider.Im.queryProviderSettings(ContentResolver, long)","java.util.HashMap.put(java.lang.String, java.lang.String)"
"android.provider.Im.queryProviderSettings(ContentResolver, long)","android.database.Cursor.moveToNext()"
"android.provider.Im.queryProviderSettings(ContentResolver, long)","android.database.Cursor.close()"
"android.provider.Im.queryProviderSettings(ContentResolver, long)","android.content.ContentResolver.query(android.net.Uri, java.lang.String[], null, null, null)"
"android.provider.Im.getOtrMessagesContentUriByAccount(long)","android.net.Uri.Builder.build()"
"android.provider.Im.getOtrMessagesContentUriByAccount(long)","android.net.Uri.buildUpon()"
"android.provider.Im.getOtrMessagesContentUriByAccount(long)","android.content.ContentUris.appendId(android.net.Uri.Builder, long)"
"android.provider.Im.setUploadHeartbeatStat(boolean)","android.provider.Im.ProviderSettings.setUploadHeartbeatStat(android.content.ContentResolver, long, boolean)"
"android.provider.Im.putBooleanValue(ContentResolver, long, String, boolean)","android.content.ContentValues.put(java.lang.String, long)"
"android.provider.Im.putBooleanValue(ContentResolver, long, String, boolean)","android.content.ContentValues.put(java.lang.String, java.lang.String)"
"android.provider.Im.putBooleanValue(ContentResolver, long, String, boolean)","java.lang.Boolean.toString(boolean)"
"android.provider.Im.putBooleanValue(ContentResolver, long, String, boolean)","android.content.ContentResolver.insert(android.net.Uri, android.content.ContentValues)"
"android.provider.Im.getStringValue(ContentResolver, long, String)","android.database.Cursor.getString(int)"
"android.provider.Im.getStringValue(ContentResolver, long, String)","android.provider.Im.ProviderSettings.getSettingValue(android.content.ContentResolver, long, java.lang.String)"
"android.provider.Im.getStringValue(ContentResolver, long, String)","android.database.Cursor.close()"
"android.provider.Im.getAutomaticallyConnectToGTalkServer()","android.provider.Im.ProviderSettings.QueryMap.getBoolean(java.lang.String, boolean)"
"android.provider.Im.getProviderNameForId(ContentResolver, long)","android.database.Cursor.getColumnIndexOrThrow(java.lang.String)"
"android.provider.Im.getProviderNameForId(ContentResolver, long)","android.database.Cursor.getString(int)"
"android.provider.Im.getProviderNameForId(ContentResolver, long)","android.content.ContentResolver.query(android.net.Uri, java.lang.String[], java.lang.String, null, null)"
"android.provider.Im.getProviderNameForId(ContentResolver, long)","android.database.Cursor.moveToFirst()"
"android.provider.Im.getProviderNameForId(ContentResolver, long)","android.database.Cursor.close()"
"android.provider.Im.getHideOfflineContacts()","android.provider.Im.ProviderSettings.QueryMap.getBoolean(java.lang.String, boolean)"
"android.provider.Im.setHeartbeatInterval(long)","android.provider.Im.ProviderSettings.setHeartbeatInterval(android.content.ContentResolver, long, long)"
"android.provider.Im.getProviderIdForAccount(ContentResolver, long)","android.database.Cursor.getLong(int)"
"android.provider.Im.getProviderIdForAccount(ContentResolver, long)","android.content.ContentResolver.query(android.net.Uri, java.lang.String[], java.lang.String, null, null)"
"android.provider.Im.getProviderIdForAccount(ContentResolver, long)","android.database.Cursor.moveToFirst()"
"android.provider.Im.getProviderIdForAccount(ContentResolver, long)","android.database.Cursor.close()"
"android.provider.Im.setShowAwayOnIdle(ContentResolver, long, boolean)","android.provider.Im.ProviderSettings.putBooleanValue(android.content.ContentResolver, long, java.lang.String, boolean)"
"android.provider.Im.setHeartbeatInterval(ContentResolver, long, long)","android.provider.Im.ProviderSettings.putLongValue(android.content.ContentResolver, long, java.lang.String, long)"
