"Caller","Callee"
"android.widget.HeaderViewListAdapter.getView(int, View, ViewGroup)","java.util.ArrayList.get(int)"
"android.widget.HeaderViewListAdapter.removeFooter(View)","java.util.ArrayList.size()"
"android.widget.HeaderViewListAdapter.removeFooter(View)","android.widget.HeaderViewListAdapter.areAllListInfosSelectable(java.util.ArrayList<android.widget.ListView.FixedViewInfo>)"
"android.widget.HeaderViewListAdapter.removeFooter(View)","java.util.ArrayList.remove(int)"
"android.widget.HeaderViewListAdapter.removeFooter(View)","java.util.ArrayList.get(int)"
"android.widget.HeaderViewListAdapter.registerDataSetObserver(DataSetObserver)","android.widget.Adapter.registerDataSetObserver(android.database.DataSetObserver)"
"android.widget.HeaderViewListAdapter.getCount()","android.widget.HeaderViewListAdapter.getFootersCount()"
"android.widget.HeaderViewListAdapter.getCount()","android.widget.Adapter.getCount()"
"android.widget.HeaderViewListAdapter.getCount()","android.widget.HeaderViewListAdapter.getHeadersCount()"
"android.widget.HeaderViewListAdapter.getHeadersCount()","java.util.ArrayList.size()"
"android.widget.HeaderViewListAdapter.removeHeader(View)","java.util.ArrayList.size()"
"android.widget.HeaderViewListAdapter.removeHeader(View)","android.widget.HeaderViewListAdapter.areAllListInfosSelectable(java.util.ArrayList<android.widget.ListView.FixedViewInfo>)"
"android.widget.HeaderViewListAdapter.removeHeader(View)","java.util.ArrayList.remove(int)"
"android.widget.HeaderViewListAdapter.removeHeader(View)","java.util.ArrayList.get(int)"
"android.widget.HeaderViewListAdapter.isEmpty()","android.widget.Adapter.isEmpty()"
"android.widget.HeaderViewListAdapter.isEnabled(int)","android.widget.ListAdapter.isEnabled(int)"
"android.widget.HeaderViewListAdapter.isEnabled(int)","android.widget.Adapter.getCount()"
"android.widget.HeaderViewListAdapter.isEnabled(int)","android.widget.HeaderViewListAdapter.getHeadersCount()"
"android.widget.HeaderViewListAdapter.isEnabled(int)","java.util.ArrayList.get(int)"
"android.widget.HeaderViewListAdapter.hasStableIds()","android.widget.Adapter.hasStableIds()"
"android.widget.HeaderViewListAdapter.getItem(int)","android.widget.Adapter.getCount()"
"android.widget.HeaderViewListAdapter.getItem(int)","android.widget.HeaderViewListAdapter.getHeadersCount()"
"android.widget.HeaderViewListAdapter.getItem(int)","java.util.ArrayList.get(int)"
"android.widget.HeaderViewListAdapter.getItem(int)","android.widget.Adapter.getItem(int)"
"android.widget.HeaderViewListAdapter.getItemId(int)","android.widget.Adapter.getCount()"
"android.widget.HeaderViewListAdapter.getItemId(int)","android.widget.HeaderViewListAdapter.getHeadersCount()"
"android.widget.HeaderViewListAdapter.getItemId(int)","android.widget.Adapter.getItemId(int)"
"android.widget.HeaderViewListAdapter.getFootersCount()","java.util.ArrayList.size()"
"android.widget.HeaderViewListAdapter.getViewTypeCount()","android.widget.Adapter.getViewTypeCount()"
"android.widget.HeaderViewListAdapter.getItemViewType(int)","android.widget.Adapter.getCount()"
"android.widget.HeaderViewListAdapter.getItemViewType(int)","android.widget.Adapter.getItemViewType(int)"
"android.widget.HeaderViewListAdapter.getItemViewType(int)","android.widget.HeaderViewListAdapter.getHeadersCount()"
"android.widget.HeaderViewListAdapter.getFilter()","android.widget.Filterable.getFilter()"
"android.widget.HeaderViewListAdapter.unregisterDataSetObserver(DataSetObserver)","android.widget.Adapter.unregisterDataSetObserver(android.database.DataSetObserver)"
"android.widget.ListView.getHeaderViewsCount()","java.util.ArrayList.size()"
"android.widget.ListView.adjustViewsUpOrDown()","android.view.View.getBottom()"
"android.widget.ListView.adjustViewsUpOrDown()","android.view.View.getTop()"
"android.widget.ListView.setSelectionAfterHeaderView()","java.util.ArrayList.size()"
"android.widget.ListView.findViewInHeadersOrFooters(ArrayList, int)","java.util.ArrayList.size()"
"android.widget.ListView.findViewInHeadersOrFooters(ArrayList, int)","java.util.ArrayList.get(int)"
"android.widget.ListView.findViewInHeadersOrFooters(ArrayList, int)","android.view.View.findViewById(int)"
"android.widget.ListView.findViewInHeadersOrFooters(ArrayList, int)","android.view.View.isRootNamespace()"
"android.widget.ListView.measureHeightOfChildren(int, int, int, int, int)","android.widget.AbsListView.RecycleBin.addScrapView(android.view.View)"
"android.widget.ListView.measureHeightOfChildren(int, int, int, int, int)","android.widget.Adapter.getCount()"
"android.widget.ListView.measureHeightOfChildren(int, int, int, int, int)","android.view.View.getLayoutParams()"
"android.widget.ListView.measureHeightOfChildren(int, int, int, int, int)","android.view.View.getMeasuredHeight()"
"android.widget.ListView.measureHeightOfChildren(int, int, int, int, int)","android.widget.AbsListView.RecycleBin.shouldRecycleViewType(int)"
"android.widget.ListView.setSelectionFromTop(int, int)","android.widget.Adapter.getItemId(int)"
"android.widget.ListView.clearChoices()","android.util.SparseBooleanArray.clear()"
"android.widget.ListView.clearChoices()","android.util.LongSparseArray.clear()"
"android.widget.ListView.findMotionRow(int)","android.view.View.getBottom()"
"android.widget.ListView.findMotionRow(int)","android.view.View.getTop()"
"android.widget.ListView.removeHeaderView(View)","java.util.ArrayList.size()"
"android.widget.ListView.removeHeaderView(View)","android.widget.HeaderViewListAdapter.removeHeader(android.view.View)"
"android.widget.ListView.removeHeaderView(View)","android.widget.AdapterView.AdapterDataSetObserver.onChanged()"
"android.widget.ListView.setChoiceMode(int)","android.widget.Adapter.hasStableIds()"
"android.widget.ListView.commonKey(int, int, KeyEvent)","android.view.KeyEvent.getRepeatCount()"
"android.widget.ListView.commonKey(int, int, KeyEvent)","android.view.KeyEvent.isShiftPressed()"
"android.widget.ListView.commonKey(int, int, KeyEvent)","android.view.KeyEvent.isAltPressed()"
"android.widget.ListView.commonKey(int, int, KeyEvent)","android.widget.PopupWindow.isShowing()"
"android.widget.ListView.commonKey(int, int, KeyEvent)","android.view.KeyEvent.getAction()"
"android.widget.ListView.addHeaderView(View, Object, boolean)","java.util.ArrayList.add(android.widget.ListView.FixedViewInfo)"
"android.widget.ListView.addViewAbove(View, int)","android.view.View.getTop()"
"android.widget.ListView.correctTooHigh(int)","android.view.View.getBottom()"
"android.widget.ListView.correctTooHigh(int)","android.view.View.getTop()"
"android.widget.ListView.correctTooLow(int)","android.view.View.getBottom()"
"android.widget.ListView.correctTooLow(int)","android.view.View.getTop()"
"android.widget.ListView.correctTooLow(int)","java.lang.Math.min(int, int)"
"android.widget.ListView.findViewTagInHeadersOrFooters(ArrayList, Object)","java.util.ArrayList.size()"
"android.widget.ListView.findViewTagInHeadersOrFooters(ArrayList, Object)","android.view.View.findViewWithTag(java.lang.Object)"
"android.widget.ListView.findViewTagInHeadersOrFooters(ArrayList, Object)","java.util.ArrayList.get(int)"
"android.widget.ListView.findViewTagInHeadersOrFooters(ArrayList, Object)","android.view.View.isRootNamespace()"
"android.widget.ListView.arrowScrollFocused(int)","android.view.View.getBottom()"
"android.widget.ListView.arrowScrollFocused(int)","android.widget.ListView.ArrowScrollFocusResult.populate(int, int)"
"android.widget.ListView.arrowScrollFocused(int)","android.view.View.getTop()"
"android.widget.ListView.arrowScrollFocused(int)","android.view.View.findFocus()"
"android.widget.ListView.arrowScrollFocused(int)","android.view.View.hasFocus()"
"android.widget.ListView.writeToParcel(Parcel, int)","android.os.Parcel.writeLongArray(long[])"
"android.widget.ListView.writeToParcel(Parcel, int)","android.os.Parcel.writeSparseBooleanArray(android.util.SparseBooleanArray)"
"android.widget.ListView.writeToParcel(Parcel, int)","android.util.LongSparseArray.getKeys()"
"android.widget.ListView.writeToParcel(Parcel, int)","android.view.AbsSavedState.writeToParcel(android.os.Parcel, int)"
"android.widget.ListView.fillUp(int, int)","android.view.View.getTop()"
"android.widget.ListView.getCheckedItemIds()","android.util.LongSparseArray.keyAt(int)"
"android.widget.ListView.getCheckedItemIds()","android.util.LongSparseArray.size()"
"android.widget.ListView.removeFixedViewInfo(View, ArrayList)","java.util.ArrayList.size()"
"android.widget.ListView.removeFixedViewInfo(View, ArrayList)","java.util.ArrayList.remove(int)"
"android.widget.ListView.removeFixedViewInfo(View, ArrayList)","java.util.ArrayList.get(int)"
"android.widget.ListView.getCheckItemIds()","android.util.SparseBooleanArray.size()"
"android.widget.ListView.getCheckItemIds()","android.widget.Adapter.hasStableIds()"
"android.widget.ListView.getCheckItemIds()","android.util.SparseBooleanArray.valueAt(int)"
"android.widget.ListView.getCheckItemIds()","android.widget.Adapter.getItemId(int)"
"android.widget.ListView.getCheckItemIds()","android.util.SparseBooleanArray.keyAt(int)"
"android.widget.ListView.getCheckItemIds()","java.lang.System.arraycopy(long[], int, long[], int, int)"
"android.widget.ListView.dispatchKeyEvent(KeyEvent)","android.view.KeyEvent.getAction()"
"android.widget.ListView.lookForSelectablePosition(int, boolean)","android.widget.ListAdapter.isEnabled(int)"
"android.widget.ListView.lookForSelectablePosition(int, boolean)","android.widget.Adapter.getCount()"
"android.widget.ListView.lookForSelectablePosition(int, boolean)","java.lang.Math.max(int, int)"
"android.widget.ListView.lookForSelectablePosition(int, boolean)","java.lang.Math.min(int, int)"
"android.widget.ListView.isDirectChildHeaderOrFooter(View)","java.util.ArrayList.size()"
"android.widget.ListView.isDirectChildHeaderOrFooter(View)","java.util.ArrayList.get(int)"
"android.widget.ListView.measureScrapChild(View, int, int)","android.widget.Adapter.getItemViewType(int)"
"android.widget.ListView.measureScrapChild(View, int, int)","android.view.View.getLayoutParams()"
"android.widget.ListView.measureScrapChild(View, int, int)","android.view.View.setLayoutParams(android.widget.AbsListView.LayoutParams)"
"android.widget.ListView.measureScrapChild(View, int, int)","android.view.View.measure(int, int)"
"android.widget.ListView.measureScrapChild(View, int, int)","android.view.View.MeasureSpec.makeMeasureSpec(int, int)"
"android.widget.ListView.getFooterViewsCount()","java.util.ArrayList.size()"
"android.widget.ListView.layoutChildren()","android.widget.Adapter.getCount()"
"android.widget.ListView.layoutChildren()","android.widget.AbsListView.RecycleBin.fillActiveViews(int, int)"
"android.widget.ListView.layoutChildren()","android.view.View.onFinishTemporaryDetach()"
"android.widget.ListView.layoutChildren()","java.lang.Object.getClass()"
"android.widget.ListView.layoutChildren()","android.view.View.getTop()"
"android.widget.ListView.layoutChildren()","android.view.View.getWindowToken()"
"android.widget.ListView.layoutChildren()","android.view.View.clearFocus()"
"android.widget.ListView.layoutChildren()","android.view.View.onStartTemporaryDetach()"
"android.widget.ListView.layoutChildren()","android.widget.AbsListView.RecycleBin.scrapActiveViews()"
"android.widget.ListView.layoutChildren()","android.view.View.hasFocus()"
"android.widget.ListView.layoutChildren()","android.view.View.setSelected(boolean)"
"android.widget.ListView.handleNewSelectionChange(View, int, int, boolean)","android.view.View.setSelected(boolean)"
"android.widget.ListView.getCheckedItemPosition()","android.util.SparseBooleanArray.size()"
"android.widget.ListView.getCheckedItemPosition()","android.util.SparseBooleanArray.keyAt(int)"
"android.widget.ListView.addViewBelow(View, int)","android.view.View.getBottom()"
"android.widget.ListView.isViewAncestorOf(View, View)","android.view.View.getParent()"
"android.widget.ListView.measureItem(View)","android.view.View.getLayoutParams()"
"android.widget.ListView.measureItem(View)","android.view.View.measure(int, int)"
"android.widget.ListView.measureItem(View)","android.view.View.MeasureSpec.makeMeasureSpec(int, int)"
"android.widget.ListView.measureAndAdjustDown(View, int, int)","android.view.View.getHeight()"
"android.widget.ListView.measureAndAdjustDown(View, int, int)","android.view.View.getMeasuredHeight()"
"android.widget.ListView.relayoutMeasuredItem(View)","android.view.View.getMeasuredWidth()"
"android.widget.ListView.relayoutMeasuredItem(View)","android.view.View.getMeasuredHeight()"
"android.widget.ListView.relayoutMeasuredItem(View)","android.view.View.getTop()"
"android.widget.ListView.relayoutMeasuredItem(View)","android.view.View.layout(int, int, int, int)"
"android.widget.ListView.moveSelection(View, View, int, int, int)","android.view.View.getBottom()"
"android.widget.ListView.moveSelection(View, View, int, int, int)","android.view.View.getTop()"
"android.widget.ListView.moveSelection(View, View, int, int, int)","android.view.View.offsetTopAndBottom(int)"
"android.widget.ListView.moveSelection(View, View, int, int, int)","java.lang.Math.min(int, int)"
"android.widget.ListView.clearRecycledState(ArrayList)","java.util.ArrayList.size()"
"android.widget.ListView.clearRecycledState(ArrayList)","android.view.View.getLayoutParams()"
"android.widget.ListView.clearRecycledState(ArrayList)","java.util.ArrayList.get(int)"
"android.widget.ListView.performItemClick(View, int, long)","android.util.SparseBooleanArray.put(int, boolean)"
"android.widget.ListView.performItemClick(View, int, long)","android.widget.Adapter.hasStableIds()"
"android.widget.ListView.performItemClick(View, int, long)","android.util.SparseBooleanArray.get(int, boolean)"
"android.widget.ListView.performItemClick(View, int, long)","android.util.SparseBooleanArray.clear()"
"android.widget.ListView.performItemClick(View, int, long)","android.widget.Adapter.getItemId(int)"
"android.widget.ListView.performItemClick(View, int, long)","android.util.LongSparseArray.put(long, java.lang.Boolean)"
"android.widget.ListView.performItemClick(View, int, long)","android.util.LongSparseArray.delete(long)"
"android.widget.ListView.performItemClick(View, int, long)","android.util.LongSparseArray.clear()"
"android.widget.ListView.onMeasure(int, int)","android.widget.AbsListView.RecycleBin.addScrapView(android.view.View)"
"android.widget.ListView.onMeasure(int, int)","android.widget.Adapter.getCount()"
"android.widget.ListView.onMeasure(int, int)","android.view.View.getMeasuredWidth()"
"android.widget.ListView.onMeasure(int, int)","android.view.View.getLayoutParams()"
"android.widget.ListView.onMeasure(int, int)","android.view.View.getMeasuredHeight()"
"android.widget.ListView.onMeasure(int, int)","android.widget.AbsListView.RecycleBin.shouldRecycleViewType(int)"
"android.widget.ListView.onMeasure(int, int)","android.view.View.MeasureSpec.getMode(int)"
"android.widget.ListView.onMeasure(int, int)","android.view.View.MeasureSpec.getSize(int)"
"android.widget.ListView.onSizeChanged(int, int, int, int)","android.view.View.getBottom()"
"android.widget.ListView.onSizeChanged(int, int, int, int)","android.view.View.getTop()"
"android.widget.ListView.onSizeChanged(int, int, int, int)","java.lang.Math.max(int, int)"
"android.widget.ListView.handleHorizontalFocusWithinListItem(int)","android.view.View.findFocus()"
"android.widget.ListView.handleHorizontalFocusWithinListItem(int)","android.view.View.hasFocus()"
"android.widget.ListView.toString()","java.lang.System.identityHashCode(android.widget.ListView.SavedState)"
"android.widget.ListView.toString()","java.lang.Integer.toHexString(int)"
